learnable	normalized	partOfSpeech	source
жёстком диске	zhestkom diske		Duolingo
живём	zhivem		Duolingo
живёт	zhivet		Duolingo
живёшь	zhivesh'		Duolingo
живопись	zhivopis'		Duolingo
живописью	zhivopis'iu		Duolingo
живот	zhivot		Duolingo
живота	zhivota		Duolingo
животе	zhivote		Duolingo
животное	zhivotnoe		Duolingo
животные	zhivotnye		Duolingo
животных	zhivotnykh		Duolingo
живу	zhivu		Duolingo
живут	zhivut		Duolingo
живущая	zhivushchaia		Duolingo
живущие	zhivushchie		Duolingo
живущих	zhivushchikh		Duolingo
жидкости	zhidkosti		Duolingo
жидкость	zhidkost'		Duolingo
жизнь	zhizn'		Duolingo
жил	zhil		Duolingo
жила	zhila		Duolingo
жили	zhili		Duolingo
жило	zhilo		Duolingo
жить	zhit'		Duolingo
журнал	zhurnal		Duolingo
журналистом	zhurnalistom		Duolingo
журналы	zhurnaly		Duolingo
за	za		Duolingo
заботился	zabotilsia		Duolingo
заботится	zabotitsia		Duolingo
заботишься	zabotish'sia		Duolingo
забочусь	zabochus'		Duolingo
заброшенном	zabroshennom		Duolingo
заброшенную	zabroshennuiu		Duolingo
заброшенных	zabroshennykh		Duolingo
забывает	zabyvaet		Duolingo
забываю	zabyvaiu		Duolingo
забыл	zabyl		Duolingo
забыла	zabyla		Duolingo
забыли	zabyli		Duolingo
забыт	zabyt		Duolingo
забыта	zabyta		Duolingo
забыто	zabyto		Duolingo
завод	zavod		Duolingo
завода	zavoda		Duolingo
заводе	zavode		Duolingo
завтра	zavtra		Duolingo
завтрак	zavtrak		Duolingo
завтракаете	zavtrakaete		Duolingo
завтракал	zavtrakal		Duolingo
завтракать	zavtrakat'		Duolingo
завтракаю	zavtrakaiu		Duolingo
загорает	zagoraet		Duolingo
загорать	zagorat'		Duolingo
задала	zadala		Duolingo
задам	zadam		Duolingo
задание	zadanie		Duolingo
задать	zadat'		Duolingo
задача	zadacha		Duolingo
задачи	zadachi		Duolingo
зайду	zaidu		Duolingo
зайти	zaiti		Duolingo
закажу	zakazhu		Duolingo
заказал	zakazal		Duolingo
заказываем	zakazyvaem		Duolingo
заказывает	zakazyvaet		Duolingo
заказываете	zakazyvaete		Duolingo
заканчивает	zakanchivaet		Duolingo
заключат	zakliuchat		Duolingo
заключили	zakliuchili		Duolingo
заключить	zakliuchit'		Duolingo
закон	zakon		Duolingo
закончить	zakonchit'		Duolingo
законы	zakony		Duolingo
закрой	zakroi		Duolingo
закройте	zakroite		Duolingo
закрывается	zakryvaetsia		Duolingo
закрылась	zakrylas'		Duolingo
закрылся	zakrylsia		Duolingo
закрыт	zakryt		Duolingo
закрыто	zakryto		Duolingo
закрыты	zakryty		Duolingo
зал	zal		Duolingo
зале	zale		Duolingo
замка	zamka		Duolingo
замке	zamke		Duolingo
замок	zamok		Duolingo
замуж	zamuzh		Duolingo
занимает	zanimaet		Duolingo
занимается	zanimaetsia		Duolingo
занимаешься	zanimaesh'sia		Duolingo
занимался	zanimalsia		Duolingo
занимаюсь	zanimaius'		Duolingo
занят	zaniat		Duolingo
занята	zaniata		Duolingo
занятий	zaniatii		Duolingo
заняты	zaniaty		Duolingo
запад	zapad		Duolingo
западе	zapade		Duolingo
западная	zapadnaia		Duolingo
западной	zapadnoi		Duolingo
западную	zapadnuiu		Duolingo
записал	zapisal		Duolingo
записала	zapisala		Duolingo
записали	zapisali		Duolingo
записывает	zapisyvaet		Duolingo
записываете	zapisyvaete		Duolingo
записываешь	zapisyvaesh'		Duolingo
записываю	zapisyvaiu		Duolingo
заплатившая	zaplativshaia		Duolingo
заплатившего	zaplativshego		Duolingo
заплативший	zaplativshii		Duolingo
заплатил	zaplatil		Duolingo
заплатить	zaplatit'		Duolingo
запомнил	zapomnil		Duolingo
запомнили	zapomnili		Duolingo
запомнит	zapomnit		Duolingo
запомню	zapomniu		Duolingo
запускать	zapuskat'		Duolingo
запусти	zapusti		Duolingo
запустил	zapustil		Duolingo
зарплата	zarplata		Duolingo
зато	zato		Duolingo
зачем	zachem		Duolingo
зашла	zashla		Duolingo
защищает	zashchishchaet		Duolingo
защищали	zashchishchali		Duolingo
защищать	zashchishchat'		Duolingo
заявил	zaiavil		Duolingo
звезда	zvezda		Duolingo
звезду	zvezdu		Duolingo
звёзды	zvezdy		Duolingo
звонил	zvonil		Duolingo
звонила	zvonila		Duolingo
звонит	zvonit		Duolingo
здание	zdanie		Duolingo
здании	zdanii		Duolingo
зданию	zdaniiu		Duolingo
здесь	zdes'		Duolingo
здоров	zdorov		Duolingo
здорова	zdorova		Duolingo
здоровую	zdorovuiu		Duolingo
здоровы	zdorovy		Duolingo
здоровые	zdorovye		Duolingo
здоровый	zdorovyi		Duolingo
здравствуй	zdravstvui		Duolingo
здравствуйте	zdravstvuite		Duolingo
зелёной	zelenoi		Duolingo
зелёные	zelenye		Duolingo
зелёный	zelenyi		Duolingo
зелёным	zelenym		Duolingo
земле	zemle		Duolingo
земля	zemlia		Duolingo
зеркале	zerkale		Duolingo
зеркало	zerkalo		Duolingo
зима	zima		Duolingo
зиме	zime		Duolingo
зимнее	zimnee		Duolingo
зимние	zimnie		Duolingo
зимний	zimnii		Duolingo
зимняя	zimniaia		Duolingo
зимой	zimoi		Duolingo
зиму	zimu		Duolingo
зимы	zimy		Duolingo
злое	zloe		Duolingo
злой	zloi		Duolingo
змеи	zmei		Duolingo
змею	zmeiu		Duolingo
знает	znaet		Duolingo
знаете	znaete		Duolingo
знаешь	znaesh'		Duolingo
знакомую	znakomuiu		Duolingo
знакомый	znakomyi		Duolingo
знал	znal		Duolingo
знала	znala		Duolingo
знали	znali		Duolingo
знаменитый	znamenityi		Duolingo
знаменитым	znamenitym		Duolingo
знаменитых	znamenitykh		Duolingo
знать	znat'		Duolingo
значит	znachit		Duolingo
знаю	znaiu		Duolingo
зная	znaia		Duolingo
зовут	zovut		Duolingo
золотое	zolotoe		Duolingo
золотой	zolotoi		Duolingo
зонт	zont		Duolingo
зонта	zonta		Duolingo
зонты	zonty		Duolingo
зоопарк	zoopark		Duolingo
зоопарка	zooparka		Duolingo
зоопарке	zooparke		Duolingo
зрители	zriteli		Duolingo
зрителю	zriteliu		Duolingo
и	i		Duolingo
и так	i tak		Duolingo
иван	ivan		Duolingo
иванович	ivanovich		Duolingo
ивановна	ivanovna		Duolingo
игра	igra		Duolingo
играет	igraet		Duolingo
играй	igrai		Duolingo
играйте	igraite		Duolingo
играл	igral		Duolingo
играла	igrala		Duolingo
играли	igrali		Duolingo
играть	igrat'		Duolingo
играю	igraiu		Duolingo
играют	igraiut		Duolingo
играющая	igraiushchaia		Duolingo
играющий	igraiushchii		Duolingo
играющих	igraiushchikh		Duolingo
играющую	igraiushchuiu		Duolingo
игру	igru		Duolingo
игры	igry		Duolingo
идём	idem		Duolingo
идёт	idet		Duolingo
идёте	idete		Duolingo
идёшь	idesh'		Duolingo
иди	idi		Duolingo
идите	idite		Duolingo
идти	idti		Duolingo
иду	idu		Duolingo
идут	idut		Duolingo
из	iz		Duolingo
из-за	iz-za		Duolingo
известная	izvestnaia		Duolingo
известно	izvestno		Duolingo
известный	izvestnyi		Duolingo
извини	izvini		Duolingo
извините	izvinite		Duolingo
измерить	izmerit'		Duolingo
изучает	izuchaet		Duolingo
изучаете	izuchaete		Duolingo
изучал	izuchal		Duolingo
изучала	izuchala		Duolingo
изучать	izuchat'		Duolingo
изучаю	izuchaiu		Duolingo
изучен	izuchen		Duolingo
изучено	izucheno		Duolingo
или	ili		Duolingo
им	im		Duolingo
имеет	imeet		Duolingo
имеете	imeete		Duolingo
имел	imel		Duolingo
имена	imena		Duolingo
имени	imeni		Duolingo
имею	imeiu		Duolingo
имя	imia		Duolingo
инженер	inzhener		Duolingo
инженером	inzhenerom		Duolingo
инженеры	inzhenery		Duolingo
иногда	inogda		Duolingo
иностранец	inostranets		Duolingo
иностранные	inostrannye		Duolingo
иностранный	inostrannyi		Duolingo
иностранных	inostrannykh		Duolingo
иностранцев	inostrantsev		Duolingo
инструмент	instrument		Duolingo
инструментах	instrumentakh		Duolingo
инструменте	instrumente		Duolingo
интересная	interesnaia		Duolingo
интереснее	interesnee		Duolingo
интересно	interesno		Duolingo
интересные	interesnye		Duolingo
интересный	interesnyi		Duolingo
интересных	interesnykh		Duolingo
интересовалась	interesovalas'		Duolingo
интересуетесь	interesuetes'		Duolingo
интересуется	interesuetsia		Duolingo
интересуюсь	interesuius'		Duolingo
интернет	internet		Duolingo
интернете	internete		Duolingo
ирина	irina		Duolingo
искусство	iskusstvo		Duolingo
искусством	iskusstvom		Duolingo
испанец	ispanets		Duolingo
испании	ispanii		Duolingo
испанию	ispaniiu		Duolingo
испания	ispaniia		Duolingo
испанка	ispanka		Duolingo
испанский	ispanskii		Duolingo
испанского	ispanskogo		Duolingo
испанском	ispanskom		Duolingo
испанскую	ispanskuiu		Duolingo
испанцев	ispantsev		Duolingo
использовала	ispol'zovala		Duolingo
использовались	ispol'zovalis'		Duolingo
использовать	ispol'zovat'		Duolingo
используете	ispol'zuete		Duolingo
используется	ispol'zuetsia		Duolingo
используй	ispol'zui		Duolingo
истории	istorii		Duolingo
историк	istorik		Duolingo
историки	istoriki		Duolingo
историком	istorikom		Duolingo
история	istoriia		Duolingo
италией	italiei		Duolingo
италии	italii		Duolingo
италия	italiia		Duolingo
итальянец	ital'ianets		Duolingo
итальянка	ital'ianka		Duolingo
итальянские	ital'ianskie		Duolingo
итальянский	ital'ianskii		Duolingo
итальянское	ital'ianskoe		Duolingo
их	ikh		Duolingo
ищем	ishchem		Duolingo
ищет	ishchet		Duolingo
ищу	ishchu		Duolingo
ищут	ishchut		Duolingo
июле	iiule		Duolingo
июль	iiul'		Duolingo
июля	iiulia		Duolingo
июне	iiune		Duolingo
июнь	iiun'		Duolingo
июня	iiunia		Duolingo
к	k		Duolingo
к сожалению	k sozhaleniiu		Duolingo
кабинет	kabinet		Duolingo
кабинетов	kabinetov		Duolingo
каждое	kazhdoe		Duolingo
каждой	kazhdoi		Duolingo
каждый	kazhdyi		Duolingo
кажется	kazhetsia		Duolingo
казань	kazan'		Duolingo
казахстан	kazakhstan		Duolingo
казахстана	kazakhstana		Duolingo
казахстане	kazakhstane		Duolingo
как	kak		Duolingo
как раз	kak raz		Duolingo
какао	kakao		Duolingo
какая	kakaia		Duolingo
какая-нибудь	kakaia-nibud'		Duolingo
какие	kakie		Duolingo
какова	kakova		Duolingo
каковы	kakovy		Duolingo
какого-нибудь	kakogo-nibud'		Duolingo
какой	kakoi		Duolingo
какой-нибудь	kakoi-nibud'		Duolingo
календари	kalendari		Duolingo
календарь	kalendar'		Duolingo
каменное	kamennoe		Duolingo
каменном	kamennom		Duolingo
каменный	kamennyi		Duolingo
камень	kamen'		Duolingo
камня	kamnia		Duolingo
канада	kanada		Duolingo
канаде	kanade		Duolingo
канаду	kanadu		Duolingo
канады	kanady		Duolingo
канал	kanal		Duolingo
канале	kanale		Duolingo
каналов	kanalov		Duolingo
кандидат	kandidat		Duolingo
кандидата	kandidata		Duolingo
каникул	kanikul		Duolingo
каникулы	kanikuly		Duolingo
карандаш	karandash		Duolingo
карандаша	karandasha		Duolingo
карандашей	karandashei		Duolingo
карандаши	karandashi		Duolingo
карандашом	karandashom		Duolingo
карта	karta		Duolingo
карте	karte		Duolingo
картина	kartina		Duolingo
картине	kartine		Duolingo
картинка	kartinka		Duolingo
картинку	kartinku		Duolingo
картинок	kartinok		Duolingo
картошка	kartoshka		Duolingo
картошки	kartoshki		Duolingo
картошкой	kartoshkoi		Duolingo
картошку	kartoshku		Duolingo
карту	kartu		Duolingo
кастрюлю	kastriuliu		Duolingo
кастрюля	kastriulia		Duolingo
катаемся	kataemsia		Duolingo
катается	kataetsia		Duolingo
кататься	katat'sia		Duolingo
катаюсь	kataius'		Duolingo
кафе	kafe		Duolingo
качество	kachestvo		Duolingo
каша	kasha		Duolingo
кашу	kashu		Duolingo
квартира	kvartira		Duolingo
квартире	kvartire		Duolingo
квартиру	kvartiru		Duolingo
кем	kem		Duolingo
кем-то	kem-to		Duolingo
киев	kiev		Duolingo
киева	kieva		Duolingo
киеве	kieve		Duolingo
килограмм	kilogramm		Duolingo
килограмма	kilogramma		Duolingo
километр	kilometr		Duolingo
километра	kilometra		Duolingo
километров	kilometrov		Duolingo
кино	kino		Duolingo
кинотеатр	kinoteatr		Duolingo
кинотеатрах	kinoteatrakh		Duolingo
киоск	kiosk		Duolingo
киоске	kioske		Duolingo
кислород	kislorod		Duolingo
кислорода	kisloroda		Duolingo
китае	kitae		Duolingo
китаец	kitaets		Duolingo
китай	kitai		Duolingo
китайская	kitaiskaia		Duolingo
китайский	kitaiskii		Duolingo
китайскому	kitaiskomu		Duolingo
китайцев	kitaitsev		Duolingo
китая	kitaia		Duolingo
клавиатура	klaviatura		Duolingo
клавиатуре	klaviature		Duolingo
клавиатуру	klaviaturu		Duolingo
клавиш	klavish		Duolingo
клавиша	klavisha		Duolingo
клавишу	klavishu		Duolingo
кладу	kladu		Duolingo
клал	klal		Duolingo
клала	klala		Duolingo
класс	klass		Duolingo
классе	klasse		Duolingo
классическая	klassicheskaia		Duolingo
классической	klassicheskoi		Duolingo
классом	klassom		Duolingo
клетка	kletka		Duolingo
клетки	kletki		Duolingo
клеток	kletok		Duolingo
клуб	klub		Duolingo
клуба	kluba		Duolingo
клубе	klube		Duolingo
ключ	kliuch		Duolingo
ключи	kliuchi		Duolingo
книг	knig		Duolingo
книга	kniga		Duolingo
книги	knigi		Duolingo
книгу	knigu		Duolingo
книжный	knizhnyi		Duolingo
кнопку	knopku		Duolingo
ковёр	kover		Duolingo
ковра	kovra		Duolingo
ковром	kovrom		Duolingo
когда	kogda		Duolingo
когда-нибудь	kogda-nibud'		Duolingo
кого	kogo		Duolingo
кого-нибудь	kogo-nibud'		Duolingo
кого-то	kogo-to		Duolingo
колец	kolets		Duolingo
коллега	kollega		Duolingo
коллеги	kollegi		Duolingo
колледж	kolledzh		Duolingo
колледже	kolledzhe		Duolingo
колумбии	kolumbii		Duolingo
колумбия	kolumbiia		Duolingo
кольца	kol'tsa		Duolingo
кольцо	kol'tso		Duolingo
ком	kom		Duolingo
команда	komanda		Duolingo
команде	komande		Duolingo
комедии	komedii		Duolingo
комедию	komediiu		Duolingo
комедия	komediia		Duolingo
комната	komnata		Duolingo
комнате	komnate		Duolingo
комнату	komnatu		Duolingo
комнаты	komnaty		Duolingo
компании	kompanii		Duolingo
компания	kompaniia		Duolingo
композитор	kompozitor		Duolingo
компьютер	komp'iuter		Duolingo
компьютере	komp'iutere		Duolingo
компьютеры	komp'iutery		Duolingo
кому	komu		Duolingo
конверт	konvert		Duolingo
конверте	konverte		Duolingo
конвертов	konvertov		Duolingo
конец	konets		Duolingo
конечно	konechno		Duolingo
контрольная	kontrol'naia		Duolingo
контрольную	kontrol'nuiu		Duolingo
конфет	konfet		Duolingo
конфеты	konfety		Duolingo
конце	kontse		Duolingo
концерт	kontsert		Duolingo
концерте	kontserte		Duolingo
концерты	kontserty		Duolingo
коньках	kon'kakh		Duolingo
коньки	kon'ki		Duolingo
копьё	kop'e		Duolingo
корабль	korabl'		Duolingo
корабля	korablia		Duolingo
кораблях	korabliakh		Duolingo
коридор	koridor		Duolingo
коридора	koridora		Duolingo
коробка	korobka		Duolingo
коробке	korobke		Duolingo
коробку	korobku		Duolingo
коробок	korobok		Duolingo
королева	koroleva		Duolingo
королеве	koroleve		Duolingo
королевой	korolevoi		Duolingo
королевы	korolevy		Duolingo
король	korol'		Duolingo
короткая	korotkaia		Duolingo
короткий	korotkii		Duolingo
костюм	kostium		Duolingo
кот	kot		Duolingo
которое	kotoroe		Duolingo
котором	kotorom		Duolingo
который	kotoryi		Duolingo
кофе	kofe		Duolingo
кофточка	koftochka		Duolingo
кофточке	koftochke		Duolingo
кошек	koshek		Duolingo
кошка	koshka		Duolingo
кошке	koshke		Duolingo
кошки	koshki		Duolingo
кошку	koshku		Duolingo
красивая	krasivaia		Duolingo
красивый	krasivyi		Duolingo
красная	krasnaia		Duolingo
красного	krasnogo		Duolingo
красное	krasnoe		Duolingo
красной	krasnoi		Duolingo
красную	krasnuiu		Duolingo
красные	krasnye		Duolingo
красный	krasnyi		Duolingo
красных	krasnykh		Duolingo
крепость	krepost'		Duolingo
кресла	kresla		Duolingo
кресло	kreslo		Duolingo
кристалл	kristall		Duolingo
кристаллов	kristallov		Duolingo
критиковал	kritikoval		Duolingo
критиковали	kritikovali		Duolingo
критиковать	kritikovat'		Duolingo
критикует	kritikuet		Duolingo
кроватей	krovatei		Duolingo
кровати	krovati		Duolingo
кровать	krovat'		Duolingo
кроватью	krovat'iu		Duolingo
кровь	krov'		Duolingo
кроме	krome		Duolingo
кружек	kruzhek		Duolingo
кружка	kruzhka		Duolingo
кружки	kruzhki		Duolingo
круто	kruto		Duolingo
крыша	krysha		Duolingo
крыше	kryshe		Duolingo
крышу	kryshu		Duolingo
кстати	kstati		Duolingo
кто	kto		Duolingo
кто-нибудь	kto-nibud'		Duolingo
кто-то	kto-to		Duolingo
куда	kuda		Duolingo
купи	kupi		Duolingo
купил	kupil		Duolingo
купила	kupila		Duolingo
купили	kupili		Duolingo
купим	kupim		Duolingo
купить	kupit'		Duolingo
куплю	kupliu		Duolingo
курил	kuril		Duolingo
курили	kurili		Duolingo
курит	kurit		Duolingo
курите	kurite		Duolingo
курить	kurit'		Duolingo
курица	kuritsa		Duolingo
курицу	kuritsu		Duolingo
курсы	kursy		Duolingo
куртка	kurtka		Duolingo
куртку	kurtku		Duolingo
курю	kuriu		Duolingo
куска	kuska		Duolingo
кусков	kuskov		Duolingo
кусок	kusok		Duolingo
кухне	kukhne		Duolingo
кухни	kukhni		Duolingo
кухня	kukhnia		Duolingo
куча	kucha		Duolingo
кучу	kuchu		Duolingo
лаборатории	laboratorii		Duolingo
лаборатория	laboratoriia		Duolingo
лампа	lampa		Duolingo
лампой	lampoi		Duolingo
лампы	lampy		Duolingo
лев	lev		Duolingo
левая	levaia		Duolingo
левой	levoi		Duolingo
лёг	leg		Duolingo
лёгкий	legkii		Duolingo
легко	legko		Duolingo
легла	legla		Duolingo
лежал	lezhal		Duolingo
лежала	lezhala		Duolingo
лежали	lezhali		Duolingo
лежат	lezhat		Duolingo
лежит	lezhit		Duolingo
лежу	lezhu		Duolingo
лекарств	lekarstv		Duolingo
лекарство	lekarstvo		Duolingo
лекцию	lektsiiu		Duolingo
лекция	lektsiia		Duolingo
лес	les		Duolingo
лестниц	lestnits		Duolingo
лестница	lestnitsa		Duolingo
лестнице	lestnitse		Duolingo
лесу	lesu		Duolingo
лет	let		Duolingo
лета	leta		Duolingo
летали	letali		Duolingo
летать	letat'		Duolingo
летают	letaiut		Duolingo
летел	letel		Duolingo
летит	letit		Duolingo
летнее	letnee		Duolingo
летние	letnie		Duolingo
летний	letnii		Duolingo
лето	leto		Duolingo
летят	letiat		Duolingo
лечу	lechu		Duolingo
лечь	lech'		Duolingo
ли	li		Duolingo
лидер	lider		Duolingo
лимон	limon		Duolingo
лимона	limona		Duolingo
лимонов	limonov		Duolingo
лимоном	limonom		Duolingo
лимоны	limony		Duolingo
лист	list		Duolingo
листа	lista		Duolingo
листов	listov		Duolingo
листы	listy		Duolingo
литература	literatura		Duolingo
литературу	literaturu		Duolingo
лифт	lift		Duolingo
лифта	lifta		Duolingo
лифте	lifte		Duolingo
лица	litsa		Duolingo
лице	litse		Duolingo
лицо	litso		Duolingo
логин	login		Duolingo
ложек	lozhek		Duolingo
ложится	lozhitsia		Duolingo
ложиться	lozhit'sia		Duolingo
ложка	lozhka		Duolingo
ложки	lozhki		Duolingo
ложку	lozhku		Duolingo
ложусь	lozhus'		Duolingo
лондон	london		Duolingo
лондоне	londone		Duolingo
лошадей	loshadei		Duolingo
лошади	loshadi		Duolingo
лошадь	loshad'		Duolingo
лук	luk		Duolingo
лука	luka		Duolingo
луком	lukom		Duolingo
луна	luna		Duolingo
луны	luny		Duolingo
лучшая	luchshaia		Duolingo
лучше	luchshe		Duolingo
лучший	luchshii		Duolingo
лыжах	lyzhakh		Duolingo
лыжи	lyzhi		Duolingo
львы	l'vy		Duolingo
любим	liubim		Duolingo
любимая	liubimaia		Duolingo
любимый	liubimyi		Duolingo
любит	liubit		Duolingo
любите	liubite		Duolingo
любишь	liubish'		Duolingo
люблю	liubliu		Duolingo
любят	liubiat		Duolingo
людей	liudei		Duolingo
люди	liudi		Duolingo
ляг	liag		Duolingo
лягте	liagte		Duolingo
магазин	magazin		Duolingo
магазина	magazina		Duolingo
мае	mae		Duolingo
май	mai		Duolingo
макарон	makaron		Duolingo
макароны	makarony		Duolingo
мала	mala		Duolingo
маленькая	malen'kaia		Duolingo
маленькие	malen'kie		Duolingo
маленький	malen'kii		Duolingo
маленьких	malen'kikh		Duolingo
маленькое	malen'koe		Duolingo
мало	malo		Duolingo
малы	maly		Duolingo
мальчик	mal'chik		Duolingo
мальчика	mal'chika		Duolingo
мальчикам	mal'chikam		Duolingo
мальчиках	mal'chikakh		Duolingo
мальчики	mal'chiki		Duolingo
мальчиков	mal'chikov		Duolingo
мальчиком	mal'chikom		Duolingo
мальчику	mal'chiku		Duolingo
мама	mama		Duolingo
маме	mame		Duolingo
мамой	mamoi		Duolingo
маму	mamu		Duolingo
мамы	mamy		Duolingo
март	mart		Duolingo
марта	marta		Duolingo
масла	masla		Duolingo
масло	maslo		Duolingo
масса	massa		Duolingo
массу	massu		Duolingo
математика	matematika		Duolingo
математике	matematike		Duolingo
математики	matematiki		Duolingo
математику	matematiku		Duolingo
матери	materi		Duolingo
матч	match		Duolingo
матча	matcha		Duolingo
мать	mat'		Duolingo
маша	masha		Duolingo
машин	mashin		Duolingo
машина	mashina		Duolingo
машиной	mashinoi		Duolingo
мая	maia		Duolingo
мебели	mebeli		Duolingo
мебель	mebel'		Duolingo
медведи	medvedi		Duolingo
медведь	medved'		Duolingo
медик	medik		Duolingo
медленная	medlennaia		Duolingo
медленнее	medlennee		Duolingo
медленно	medlenno		Duolingo
медленные	medlennye		Duolingo
между	mezhdu		Duolingo
международная	mezhdunarodnaia		Duolingo
международные	mezhdunarodnye		Duolingo
международный	mezhdunarodnyi		Duolingo
менеджер	menedzher		Duolingo
менеджером	menedzherom		Duolingo
менее	menee		Duolingo
меньше	men'she		Duolingo
меню	meniu		Duolingo
меня	menia		Duolingo
меняется	meniaetsia		Duolingo
меняться	meniat'sia		Duolingo
меняются	meniaiutsia		Duolingo
мест	mest		Duolingo
места	mesta		Duolingo
месте	meste		Duolingo
место	mesto		Duolingo
месяц	mesiats		Duolingo
месяца	mesiatsa		Duolingo
месяцев	mesiatsev		Duolingo
металл	metall		Duolingo
металлов	metallov		Duolingo
металлы	metally		Duolingo
метод	metod		Duolingo
методов	metodov		Duolingo
метр	metr		Duolingo
метра	metra		Duolingo
метро	metro		Duolingo
метров	metrov		Duolingo
меч	mech		Duolingo
мечетей	mechetei		Duolingo
мечеть	mechet'		Duolingo
мечтает	mechtaet		Duolingo
мечтать	mechtat'		Duolingo
микроскоп	mikroskop		Duolingo
микрофон	mikrofon		Duolingo
микрофона	mikrofona		Duolingo
микрофоны	mikrofony		Duolingo
миллион	million		Duolingo
миллиона	milliona		Duolingo
миллионов	millionov		Duolingo
мимо	mimo		Duolingo
министр	ministr		Duolingo
министра	ministra		Duolingo
минус	minus		Duolingo
минут	minut		Duolingo
минута	minuta		Duolingo
минуту	minutu		Duolingo
минуты	minuty		Duolingo
мир	mir		Duolingo
мира	mira		Duolingo
мире	mire		Duolingo
мировая	mirovaia		Duolingo
мировой	mirovoi		Duolingo
миска	miska		Duolingo
младшая	mladshaia		Duolingo
младший	mladshii		Duolingo
млекопитающее	mlekopitaiushchee		Duolingo
млекопитающих	mlekopitaiushchikh		Duolingo
мне	mne		Duolingo
мнение	mnenie		Duolingo
много	mnogo		Duolingo
мной	mnoi		Duolingo
мобильного	mobil'nogo		Duolingo
мобильный	mobil'nyi		Duolingo
мобильных	mobil'nykh		Duolingo
могу	mogu		Duolingo
моё	moe		Duolingo
моего	moego		Duolingo
моей	moei		Duolingo
моет	moet		Duolingo
может	mozhet		Duolingo
может быть	mozhet byt'		Duolingo
можете	mozhete		Duolingo
можешь	mozhesh'		Duolingo
можно	mozhno		Duolingo
мои	moi		Duolingo
моим	moim		Duolingo
моих	moikh		Duolingo
мой	moi		Duolingo
молекул	molekul		Duolingo
молекула	molekula		Duolingo
молекулы	molekuly		Duolingo
молись	molis'		Duolingo
молитесь	molites'		Duolingo
молиться	molit'sia		Duolingo
молодая	molodaia		Duolingo
молодец	molodets		Duolingo
молодой	molodoi		Duolingo
молодцы	molodtsy		Duolingo
молока	moloka		Duolingo
молоко	moloko		Duolingo
монитор	monitor		Duolingo
монитора	monitora		Duolingo
море	more		Duolingo
мороженое	morozhenoe		Duolingo
моря	moria		Duolingo
москва	moskva		Duolingo
москве	moskve		Duolingo
москву	moskvu		Duolingo
москвы	moskvy		Duolingo
мост	most		Duolingo
моста	mosta		Duolingo
мостом	mostom		Duolingo
мосту	mostu		Duolingo
мотор	motor		Duolingo
мотоцикл	mototsikl		Duolingo
мотоцикле	mototsikle		Duolingo
мошенник	moshennik		Duolingo
мошенника	moshennika		Duolingo
мою	moiu		Duolingo
моюсь	moius'		Duolingo
моют	moiut		Duolingo
моя	moia		Duolingo
муж	muzh		Duolingo
мужа	muzha		Duolingo
мужская	muzhskaia		Duolingo
мужской	muzhskoi		Duolingo
мужчина	muzhchina		Duolingo
мужчиной	muzhchinoi		Duolingo
мужчины	muzhchiny		Duolingo
музее	muzee		Duolingo
музей	muzei		Duolingo
музыка	muzyka		Duolingo
музыкальном	muzykal'nom		Duolingo
музыкальный	muzykal'nyi		Duolingo
музыкальных	muzykal'nykh		Duolingo
музыкант	muzykant		Duolingo
музыкантом	muzykantom		Duolingo
мультфильм	mul'tfil'm		Duolingo
мультфильма	mul'tfil'ma		Duolingo
мультфильмы	mul'tfil'my		Duolingo
мусульманин	musul'manin		Duolingo
мусульманка	musul'manka		Duolingo
муха	mukha		Duolingo
мухи	mukhi		Duolingo
мы	my		Duolingo
мыла	myla		Duolingo
мыло	mylo		Duolingo
мылся	mylsia		Duolingo
мыть	myt'		Duolingo
мыться	myt'sia		Duolingo
мышей	myshei		Duolingo
мыши	myshi		Duolingo
мышь	mysh'		Duolingo
мягкая	miagkaia		Duolingo
мягкие	miagkie		Duolingo
мягкий	miagkii		Duolingo
мясо	miaso		Duolingo
мяч	miach		Duolingo
на	na		Duolingo
на свободе	na svobode		Duolingo
наблюдается	nabliudaetsia		Duolingo
над	nad		Duolingo
надеваем	nadevaem		Duolingo
надевает	nadevaet		Duolingo
надеваешь	nadevaesh'		Duolingo
надеваю	nadevaiu		Duolingo
надела	nadela		Duolingo
надень	naden'		Duolingo
наденьте	naden'te		Duolingo
надеть	nadet'		Duolingo
надо	nado		Duolingo
нажал	nazhal		Duolingo
нажала	nazhala		Duolingo
нажать	nazhat'		Duolingo
нажмите	nazhmite		Duolingo
назад	nazad		Duolingo
название	nazvanie		Duolingo
называется	nazyvaetsia		Duolingo
найдём	naidem		Duolingo
найду	naidu		Duolingo
найти	naiti		Duolingo
наконец	nakonets		Duolingo
налево	nalevo		Duolingo
нам	nam		Duolingo
нами	nami		Duolingo
напечатай	napechatai		Duolingo
напечатайте	napechataite		Duolingo
напечатала	napechatala		Duolingo
напечатать	napechatat'		Duolingo
написав	napisav		Duolingo
написавшего	napisavshego		Duolingo
написавший	napisavshii		Duolingo
написал	napisal		Duolingo
написала	napisala		Duolingo
написали	napisali		Duolingo
написан	napisan		Duolingo
написана	napisana		Duolingo
написанная	napisannaia		Duolingo
написанное	napisannoe		Duolingo
написанные	napisannye		Duolingo
